Transaction ID,Merchant ID,Terminal ID,CardNumber,Amount,Currency,TxrDate,AFAmount,AFRate,CardPresent
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
309233261209505,852400519,33870145,00000087,0.041230,EU,19233,0.000000,00600000,CNP
